,inputs,targets
2766,"Eq(125*f(x) - 461*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(461 - sqrt(212021))/2) + C2*exp(x*(sqrt(212021) + 461)/2))"
2767,"Eq(388*f(x) - 950*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(475 - sqrt(225237))) + C2*exp(x*(sqrt(225237) + 475)))"
2768,"Eq(153*f(x) - 912*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(152 - sqrt(23087))) + C2*exp(3*x*(sqrt(23087) + 152)))"
2769,"Eq(362*f(x) - 256*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(128 - sqrt(16022))) + C2*exp(x*(sqrt(16022) + 128)))"
2770,"Eq(159*f(x) - 155*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(155 - sqrt(23389))/2) + C2*exp(x*(sqrt(23389) + 155)/2))"
2771,"Eq(76*f(x) - 356*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(89 - 3*sqrt(878))) + C2*exp(2*x*(3*sqrt(878) + 89)))"
2772,"Eq(377*f(x) - 929*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(929 - sqrt(861533))/2) + C2*exp(x*(sqrt(861533) + 929)/2))"
2773,"Eq(230*f(x) - 980*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(490 - 17*sqrt(830))) + C2*exp(x*(17*sqrt(830) + 490)))"
2774,"Eq(97*f(x) - 910*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(455 - 12*sqrt(1437))) + C2*exp(x*(12*sqrt(1437) + 455)))"
2775,"Eq(181*f(x) - 921*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(921 - sqrt(847517))/2) + C2*exp(x*(sqrt(847517) + 921)/2))"
2776,"Eq(142*f(x) - 309*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(309 - 7*sqrt(1937))/2) + C2*exp(x*(7*sqrt(1937) + 309)/2))"
2777,"Eq(328*f(x) - 229*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(229 - 3*sqrt(5681))/2) + C2*exp(x*(3*sqrt(5681) + 229)/2))"
2778,"Eq(112*f(x) - 455*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(455 - 3*sqrt(22953))/2) + C2*exp(x*(3*sqrt(22953) + 455)/2))"
2779,"Eq(108*f(x) - 938*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(469 - sqrt(219853))) + C2*exp(x*(sqrt(219853) + 469)))"
2780,"Eq(132*f(x) - 447*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(447 - sqrt(199281))/2) + C2*exp(x*(sqrt(199281) + 447)/2))"
2781,"Eq(319*f(x) - 390*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(195 - sqrt(37706))) + C2*exp(x*(sqrt(37706) + 195)))"
2782,"Eq(224*f(x) - 375*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(375 - sqrt(139729))/2) + C2*exp(x*(sqrt(139729) + 375)/2))"
2783,"Eq(209*f(x) - 927*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(927 - sqrt(858493))/2) + C2*exp(x*(sqrt(858493) + 927)/2))"
2784,"Eq(362*f(x) - 268*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(134 - sqrt(17594))) + C2*exp(x*(sqrt(17594) + 134)))"
2785,"Eq(384*f(x) - 608*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(8*x*(38 - sqrt(1438))) + C2*exp(8*x*(sqrt(1438) + 38)))"
2786,"Eq(385*f(x) - 837*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(837 - sqrt(699029))/2) + C2*exp(x*(sqrt(699029) + 837)/2))"
2787,"Eq(56*f(x) - 148*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(37 - sqrt(1355))) + C2*exp(2*x*(sqrt(1355) + 37)))"
2788,"Eq(138*f(x) - 46*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(23 - sqrt(391))) + C2*exp(x*(sqrt(391) + 23)))"
2789,"Eq(82*f(x) - 231*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(231 - sqrt(53033))/2) + C2*exp(x*(sqrt(53033) + 231)/2))"
2790,"Eq(361*f(x) - 456*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(19*x*(12 - sqrt(143))) + C2*exp(19*x*(sqrt(143) + 12)))"
2791,"Eq(239*f(x) - 826*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(413 - sqrt(170330))) + C2*exp(x*(sqrt(170330) + 413)))"
2792,"Eq(72*f(x) - 640*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(160 - sqrt(25582))) + C2*exp(2*x*(sqrt(25582) + 160)))"
2793,"Eq(186*f(x) - 409*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(409 - sqrt(166537))/2) + C2*exp(x*(sqrt(166537) + 409)/2))"
2794,"Eq(38*f(x) - 621*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(621 - 13*sqrt(2281))/2) + C2*exp(x*(13*sqrt(2281) + 621)/2))"
2795,"Eq(36*f(x) - 18*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(3 - sqrt(5))) + C2*exp(3*x*(sqrt(5) + 3)))"
2796,"Eq(227*f(x) - 176*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(88 - sqrt(7517))) + C2*exp(x*(sqrt(7517) + 88)))"
2797,"Eq(311*f(x) - 834*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(417 - sqrt(173578))) + C2*exp(x*(sqrt(173578) + 417)))"
2798,"Eq(233*f(x) - 441*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(441 - sqrt(193549))/2) + C2*exp(x*(sqrt(193549) + 441)/2))"
2799,"Eq(367*f(x) - 619*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(619 - sqrt(381693))/2) + C2*exp(x*(sqrt(381693) + 619)/2))"
2800,"Eq(321*f(x) - 616*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(308 - sqrt(94543))) + C2*exp(x*(sqrt(94543) + 308)))"
2801,"Eq(83*f(x) - 761*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(761 - sqrt(578789))/2) + C2*exp(x*(sqrt(578789) + 761)/2))"
2802,"Eq(328*f(x) - 664*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(166 - sqrt(27474))) + C2*exp(2*x*(sqrt(27474) + 166)))"
2803,"Eq(237*f(x) - 660*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(330 - sqrt(108663))) + C2*exp(x*(sqrt(108663) + 330)))"
2804,"Eq(233*f(x) - 431*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(431 - sqrt(184829))/2) + C2*exp(x*(sqrt(184829) + 431)/2))"
2805,"Eq(356*f(x) - 534*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(267 - sqrt(70933))) + C2*exp(x*(sqrt(70933) + 267)))"
2806,"Eq(7*f(x) - 270*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(135 - sqrt(18218))) + C2*exp(x*(sqrt(18218) + 135)))"
2807,"Eq(f(x) - 673*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(673 - 15*sqrt(2013))/2) + C2*exp(x*(15*sqrt(2013) + 673)/2))"
2808,"Eq(178*f(x) - 195*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(195 - sqrt(37313))/2) + C2*exp(x*(sqrt(37313) + 195)/2))"
2809,"Eq(169*f(x) - 884*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(13*x*(34 - sqrt(1155))) + C2*exp(13*x*(sqrt(1155) + 34)))"
2810,"Eq(392*f(x) - 893*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(893 - sqrt(795881))/2) + C2*exp(x*(sqrt(795881) + 893)/2))"
2811,"Eq(320*f(x) - 498*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(249 - sqrt(61681))) + C2*exp(x*(sqrt(61681) + 249)))"
2812,"Eq(75*f(x) - 827*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(827 - sqrt(683629))/2) + C2*exp(x*(sqrt(683629) + 827)/2))"
2813,"Eq(178*f(x) - 731*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(731 - sqrt(533649))/2) + C2*exp(x*(sqrt(533649) + 731)/2))"
2814,"Eq(120*f(x) - 792*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(198 - sqrt(39174))) + C2*exp(2*x*(sqrt(39174) + 198)))"
2815,"Eq(60*f(x) - 938*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(469 - sqrt(219901))) + C2*exp(x*(sqrt(219901) + 469)))"
2816,"Eq(134*f(x) - 162*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(81 - sqrt(6427))) + C2*exp(x*(sqrt(6427) + 81)))"
2817,"Eq(172*f(x) - 712*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(178 - sqrt(31641))) + C2*exp(2*x*(sqrt(31641) + 178)))"
2818,"Eq(160*f(x) - 565*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(565 - sqrt(318585))/2) + C2*exp(x*(sqrt(318585) + 565)/2))"
2819,"Eq(367*f(x) - 673*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(673 - sqrt(451461))/2) + C2*exp(x*(sqrt(451461) + 673)/2))"
2820,"Eq(313*f(x) - 269*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(269 - 3*sqrt(7901))/2) + C2*exp(x*(3*sqrt(7901) + 269)/2))"
2821,"Eq(-651*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1 + C2*exp(651*x))"
2822,"Eq(88*f(x) - 186*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(93 - sqrt(8561))) + C2*exp(x*(sqrt(8561) + 93)))"
2823,"Eq(9*f(x) - 219*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(73 - 5*sqrt(213))/2) + C2*exp(3*x*(5*sqrt(213) + 73)/2))"
2824,"Eq(158*f(x) - 45*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(45 - sqrt(1393))/2) + C2*exp(x*(sqrt(1393) + 45)/2))"
2825,"Eq(156*f(x) - 521*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(521 - sqrt(270817))/2) + C2*exp(x*(sqrt(270817) + 521)/2))"
2826,"Eq(56*f(x) - 892*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(223 - sqrt(49715))) + C2*exp(2*x*(sqrt(49715) + 223)))"
2827,"Eq(313*f(x) - 18*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(2*sqrt(58)*x) + C2*cos(2*sqrt(58)*x))*exp(9*x))"
2828,"Eq(319*f(x) - 945*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(945 - sqrt(891749))/2) + C2*exp(x*(sqrt(891749) + 945)/2))"
2829,"Eq(11*f(x) - 644*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(322 - sqrt(103673))) + C2*exp(x*(sqrt(103673) + 322)))"
2830,"Eq(181*f(x) - 775*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(775 - sqrt(599901))/2) + C2*exp(x*(sqrt(599901) + 775)/2))"
2831,"Eq(73*f(x) - 662*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(331 - 4*sqrt(6843))) + C2*exp(x*(4*sqrt(6843) + 331)))"
2832,"Eq(f(x) - 7*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(7 - 3*sqrt(5))/2) + C2*exp(x*(3*sqrt(5) + 7)/2))"
2833,"Eq(28*f(x) - 662*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(331 - sqrt(109533))) + C2*exp(x*(sqrt(109533) + 331)))"
2834,"Eq(92*f(x) - 785*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(785 - sqrt(615857))/2) + C2*exp(x*(sqrt(615857) + 785)/2))"
2835,"Eq(202*f(x) - 317*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(317 - sqrt(99681))/2) + C2*exp(x*(sqrt(99681) + 317)/2))"
2836,"Eq(30*f(x) - 39*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(39 - sqrt(1401))/2) + C2*exp(x*(sqrt(1401) + 39)/2))"
2837,"Eq(22*f(x) - 578*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(289 - sqrt(83499))) + C2*exp(x*(sqrt(83499) + 289)))"
2838,"Eq(139*f(x) - 694*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(347 - sqrt(120270))) + C2*exp(x*(sqrt(120270) + 347)))"
2839,"Eq(144*f(x) - 867*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(289 - 3*sqrt(9273))/2) + C2*exp(3*x*(3*sqrt(9273) + 289)/2))"
2840,"Eq(146*f(x) - 985*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(985 - sqrt(969641))/2) + C2*exp(x*(sqrt(969641) + 985)/2))"
2841,"Eq(107*f(x) - 490*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(245 - sqrt(59918))) + C2*exp(x*(sqrt(59918) + 245)))"
2842,"Eq(322*f(x) - 961*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(961 - 13*sqrt(5457))/2) + C2*exp(x*(13*sqrt(5457) + 961)/2))"
2843,"Eq(187*f(x) - 466*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(233 - sqrt(54102))) + C2*exp(x*(sqrt(54102) + 233)))"
2844,"Eq(95*f(x) - 892*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(446 - sqrt(198821))) + C2*exp(x*(sqrt(198821) + 446)))"
2845,"Eq(274*f(x) - 539*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(539 - 5*sqrt(11577))/2) + C2*exp(x*(5*sqrt(11577) + 539)/2))"
2846,"Eq(251*f(x) - 494*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(247 - sqrt(60758))) + C2*exp(x*(sqrt(60758) + 247)))"
2847,"Eq(242*f(x) - 957*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(11*x*(87 - sqrt(7561))/2) + C2*exp(11*x*(sqrt(7561) + 87)/2))"
2848,"Eq(323*f(x) - 879*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(879 - sqrt(771349))/2) + C2*exp(x*(sqrt(771349) + 879)/2))"
2849,"Eq(49*f(x) - 463*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(463 - 3*sqrt(23797))/2) + C2*exp(x*(3*sqrt(23797) + 463)/2))"
2850,"Eq(123*f(x) - 445*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(445 - sqrt(197533))/2) + C2*exp(x*(sqrt(197533) + 445)/2))"
2851,"Eq(54*f(x) - 304*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(152 - 5*sqrt(922))) + C2*exp(x*(5*sqrt(922) + 152)))"
2852,"Eq(8*f(x) - 178*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(89 - sqrt(7913))) + C2*exp(x*(sqrt(7913) + 89)))"
2853,"Eq(169*f(x) - 836*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(418 - 9*sqrt(2155))) + C2*exp(x*(9*sqrt(2155) + 418)))"
2854,"Eq(f(x) - 207*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(207 - sqrt(42845))/2) + C2*exp(x*(sqrt(42845) + 207)/2))"
2855,"Eq(209*f(x) - 763*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(763 - sqrt(581333))/2) + C2*exp(x*(sqrt(581333) + 763)/2))"
2856,"Eq(208*f(x) - 622*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(311 - sqrt(96513))) + C2*exp(x*(sqrt(96513) + 311)))"
2857,"Eq(99*f(x) - 382*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(191 - sqrt(36382))) + C2*exp(x*(sqrt(36382) + 191)))"
2858,"Eq(186*f(x) - 774*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(387 - sqrt(149583))) + C2*exp(x*(sqrt(149583) + 387)))"
2859,"Eq(112*f(x) - 257*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(257 - 3*sqrt(7289))/2) + C2*exp(x*(3*sqrt(7289) + 257)/2))"
2860,"Eq(183*f(x) - 299*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(299 - sqrt(88669))/2) + C2*exp(x*(sqrt(88669) + 299)/2))"
2861,"Eq(232*f(x) - 567*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(567 - sqrt(320561))/2) + C2*exp(x*(sqrt(320561) + 567)/2))"
2862,"Eq(-999*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1 + C2*exp(999*x))"
2863,"Eq(113*f(x) - 871*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(871 - sqrt(758189))/2) + C2*exp(x*(sqrt(758189) + 871)/2))"
2864,"Eq(56*f(x) - 236*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(59 - sqrt(3467))) + C2*exp(2*x*(sqrt(3467) + 59)))"
2865,"Eq(107*f(x) - 288*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(144 - 7*sqrt(421))) + C2*exp(x*(7*sqrt(421) + 144)))"
2866,"Eq(241*f(x) - 975*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(975 - sqrt(949661))/2) + C2*exp(x*(sqrt(949661) + 975)/2))"
2867,"Eq(366*f(x) - 681*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(681 - sqrt(462297))/2) + C2*exp(x*(sqrt(462297) + 681)/2))"
2868,"Eq(202*f(x) - 94*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(47 - 3*sqrt(223))) + C2*exp(x*(3*sqrt(223) + 47)))"
2869,"Eq(206*f(x) - 581*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(581 - sqrt(336737))/2) + C2*exp(x*(sqrt(336737) + 581)/2))"
2870,"Eq(106*f(x) - 128*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(64 - sqrt(3990))) + C2*exp(x*(sqrt(3990) + 64)))"
2871,"Eq(68*f(x) - 284*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(71 - 4*sqrt(314))) + C2*exp(2*x*(4*sqrt(314) + 71)))"
2872,"Eq(394*f(x) - 99*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(99 - 5*sqrt(329))/2) + C2*exp(x*(5*sqrt(329) + 99)/2))"
2873,"Eq(362*f(x) - 166*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(83 - sqrt(6527))) + C2*exp(x*(sqrt(6527) + 83)))"
2874,"Eq(34*f(x) - 600*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(300 - sqrt(89966))) + C2*exp(x*(sqrt(89966) + 300)))"
2875,"Eq(297*f(x) - 837*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(279 - sqrt(77709))/2) + C2*exp(3*x*(sqrt(77709) + 279)/2))"
2876,"Eq(301*f(x) - 64*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(32 - sqrt(723))) + C2*exp(x*(sqrt(723) + 32)))"
2877,"Eq(338*f(x) - 631*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(631 - sqrt(396809))/2) + C2*exp(x*(sqrt(396809) + 631)/2))"
2878,"Eq(136*f(x) - 977*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(977 - sqrt(953985))/2) + C2*exp(x*(sqrt(953985) + 977)/2))"
2879,"Eq(341*f(x) - 209*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(209 - sqrt(42317))/2) + C2*exp(x*(sqrt(42317) + 209)/2))"
2880,"Eq(f(x) - 760*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(380 - sqrt(144399))) + C2*exp(x*(sqrt(144399) + 380)))"
2881,"Eq(337*f(x) - 377*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(377 - sqrt(140781))/2) + C2*exp(x*(sqrt(140781) + 377)/2))"
2882,"Eq(368*f(x) - 241*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(241 - sqrt(56609))/2) + C2*exp(x*(sqrt(56609) + 241)/2))"
2883,"Eq(375*f(x) - 298*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(149 - sqrt(21826))) + C2*exp(x*(sqrt(21826) + 149)))"
2884,"Eq(209*f(x) - 522*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(261 - 2*sqrt(16978))) + C2*exp(x*(2*sqrt(16978) + 261)))"
2885,"Eq(57*f(x) - 948*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(474 - sqrt(224619))) + C2*exp(x*(sqrt(224619) + 474)))"
2886,"Eq(15*f(x) - 991*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(991 - sqrt(982021))/2) + C2*exp(x*(sqrt(982021) + 991)/2))"
2887,"Eq(339*f(x) - 246*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(123 - sqrt(14790))) + C2*exp(x*(sqrt(14790) + 123)))"
2888,"Eq(66*f(x) - 942*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(471 - 5*sqrt(8871))) + C2*exp(x*(5*sqrt(8871) + 471)))"
2889,"Eq(199*f(x) - 72*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(36 - sqrt(1097))) + C2*exp(x*(sqrt(1097) + 36)))"
2890,"Eq(235*f(x) - 349*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(349 - 3*sqrt(13429))/2) + C2*exp(x*(3*sqrt(13429) + 349)/2))"
2891,"Eq(361*f(x) - 681*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(681 - sqrt(462317))/2) + C2*exp(x*(sqrt(462317) + 681)/2))"
2892,"Eq(247*f(x) - 609*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(609 - sqrt(369893))/2) + C2*exp(x*(sqrt(369893) + 609)/2))"
2893,"Eq(276*f(x) - 674*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(337 - sqrt(113293))) + C2*exp(x*(sqrt(113293) + 337)))"
2894,"Eq(223*f(x) - 54*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(27 - sqrt(506))) + C2*exp(x*(sqrt(506) + 27)))"
2895,"Eq(268*f(x) - 128*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(32 - sqrt(957))) + C2*exp(2*x*(sqrt(957) + 32)))"
2896,"Eq(356*f(x) - 683*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(683 - sqrt(465065))/2) + C2*exp(x*(sqrt(465065) + 683)/2))"
